map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
lgt600d,0,364,324,362,348,3.41421,4,1
lgt600d,1,183,154,196,187,2,3,1
lgt600d,2,66,72,67,66,0,0,1
lgt600d,3,338,302,248,246,3.41421,4,1
lgt600d,4,262,247,199,201,3.41421,4,1
lgt600d,5,152,130,224,221,3,4,1
lgt600d,6,207,201,141,153,1.41421,2,1
lgt600d,7,282,245,218,200,3.41421,4,1
lgt600d,8,216,194,140,143,3.41421,4,1
lgt600d,9,152,153,120,127,1,2,1
lgt600d,10,205,200,183,184,5.24264,5,1
lgt600d,11,338,293,331,355,6.65685,6,1
lgt600d,12,283,290,384,346,7.65685,7,1
lgt600d,13,366,374,463,375,7.82843,8,1
lgt600d,14,241,247,284,328,7.24264,7,1
lgt600d,15,186,190,237,256,4.24264,4,1
lgt600d,16,252,253,353,279,4.82843,5,1
lgt600d,17,243,249,381,400,7.41421,8,1
lgt600d,18,250,250,301,297,5.41421,6,1
lgt600d,19,285,259,359,330,6.24264,6,1
lgt600d,20,458,425,574,589,11.6569,11,1
lgt600d,21,214,231,320,324,8.07107,7,1
lgt600d,22,258,252,549,479,8.65685,8,1
lgt600d,23,349,370,636,606,11.6569,11,1
lgt600d,24,264,236,249,270,10.4853,9,1
lgt600d,25,286,288,450,478,9.41421,10,1
lgt600d,26,204,239,441,448,11.4853,10,1
lgt600d,27,257,242,451,408,8.41421,9,1
lgt600d,28,246,238,350,362,8.41421,9,1
lgt600d,29,138,125,602,605,10,11,1
lgt600d,30,285,255,403,457,15.8995,14,1
lgt600d,31,249,242,380,374,12.2426,12,1
lgt600d,32,371,385,685,608,14.4853,13,1
lgt600d,33,197,184,577,640,14.1421,11,1
lgt600d,34,279,252,599,533,12.4853,11,1
lgt600d,35,442,436,560,617,13.4853,12,1
lgt600d,36,305,262,810,756,13.6569,13,1
lgt600d,37,221,236,641,636,12.2426,12,1
lgt600d,38,239,237,567,560,14.6569,14,1
lgt600d,39,281,266,770,672,15.7279,13,1
lgt600d,40,242,245,711,720,16.1421,13,1
lgt600d,41,475,450,972,966,17.8995,16,1
lgt600d,42,181,202,871,775,19.799,15,1
lgt600d,43,259,254,900,871,18.2426,18,1
lgt600d,44,346,324,712,716,19.4142,20,1
lgt600d,45,271,265,408,417,17.0711,16,1
lgt600d,46,358,357,752,721,16.4853,15,1
lgt600d,47,363,342,620,682,18.3848,14,1
lgt600d,48,136,118,841,791,18,19,1
lgt600d,49,202,193,642,614,17.8284,18,1
lgt600d,50,282,275,646,604,20.8284,21,1
lgt600d,51,279,272,934,957,20.3848,16,1
lgt600d,52,583,564,732,717,20.3848,16,1
lgt600d,53,291,293,860,863,21.6569,21,1
lgt600d,54,292,294,814,909,20.4142,21,1
lgt600d,55,247,235,804,831,23.3137,21,1
lgt600d,56,237,245,1084,1033,22.0711,21,1
lgt600d,57,181,197,476,535,21.1421,18,1
lgt600d,58,233,223,715,696,23.9706,20,1
lgt600d,59,238,247,902,885,20.3137,18,1
lgt600d,60,228,223,853,751,27.3848,23,1
lgt600d,61,410,419,1113,984,24.2426,24,1
lgt600d,62,280,270,1237,879,27.8284,28,1
lgt600d,63,245,239,1161,1043,25.7279,23,1
lgt600d,64,707,667,1306,1254,27.6274,22,1
lgt600d,65,350,333,896,860,26.9706,23,1
lgt600d,66,530,499,878,837,24.2132,19,1
lgt600d,67,228,215,1211,1141,25.1421,22,1
lgt600d,68,576,581,752,653,27.6569,27,1
lgt600d,69,257,265,851,716,25.4853,24,1
lgt600d,70,726,684,1167,999,29.5563,26,1
lgt600d,71,231,235,771,647,28.6569,28,1
lgt600d,72,353,343,1339,1139,30.1421,27,1
lgt600d,73,256,254,598,485,28.8995,27,1
lgt600d,74,352,342,784,666,31.9706,28,1
lgt600d,75,542,546,1066,1068,28.4558,22,1
lgt600d,76,461,436,981,878,28.4558,22,1
lgt600d,77,231,216,890,707,30.6274,25,1
lgt600d,78,1239,802,1109,817,30.5563,27,1
lgt600d,79,346,348,1247,943,31.2132,26,1
lgt600d,80,302,306,1385,890,35.7279,33,1
lgt600d,81,229,206,1219,830,34.6274,29,1
lgt600d,82,641,361,1148,813,33.1421,30,1
lgt600d,83,463,391,1234,1089,33.1127,25,1
lgt600d,84,696,413,1323,913,34.2843,27,1
lgt600d,85,609,566,1676,1183,35.9706,32,1
lgt600d,86,537,386,1270,924,32.5269,24,1
lgt600d,87,493,420,1157,779,35.6985,28,1
lgt600d,88,553,328,1721,1335,32.1421,29,1
lgt600d,89,502,493,1216,1016,32.799,28,1
lgt600d,90,554,279,1277,827,38.7279,36,1
lgt600d,91,259,167,1304,1241,39.6985,32,1
lgt600d,92,470,253,1833,1090,38.799,34,1
lgt600d,93,405,239,1067,590,37.6569,37,1
lgt600d,94,247,267,1316,842,37.4853,36,1
lgt600d,95,242,259,1075,621,39.4853,38,1
lgt600d,96,458,441,1520,1059,39.8701,33,1
lgt600d,97,900,702,1061,724,38.6985,31,1
lgt600d,98,388,358,1426,1112,37.6274,32,1
lgt600d,99,450,380,1603,1245,39.1127,31,1
lgt600d,100,246,239,889,471,43.4142,44,1
