map,scenid,total,20move,total-src,20move-src,distance,path_size,hLevel
arena2,0,402,354,381,361,3.82843,4,1
arena2,1,324,320,330,351,3.41421,4,1
arena2,2,263,271,200,192,2.41421,3,1
arena2,3,304,249,191,178,2.41421,3,1
arena2,4,359,297,288,278,3.82843,4,1
arena2,5,262,236,165,156,2.41421,3,1
arena2,6,263,240,183,208,3.82843,4,1
arena2,7,242,247,164,191,2.41421,3,1
arena2,8,126,119,103,88,1,2,1
arena2,9,126,114,88,95,1,2,1
arena2,10,415,420,483,434,6.65685,6,1
arena2,11,155,149,247,284,4,5,1
arena2,12,152,148,235,219,7,8,1
arena2,13,294,279,537,584,7.24264,7,1
arena2,14,289,278,451,467,6.41421,7,1
arena2,15,258,297,294,273,5.24264,5,1
arena2,16,332,346,335,358,7.24264,7,1
arena2,17,137,146,304,299,4,5,1
arena2,18,367,337,399,403,5.65685,5,1
arena2,19,272,244,320,314,6.41421,7,1
arena2,20,275,241,562,567,10.4142,11,1
arena2,21,323,299,743,560,11.3137,9,1
arena2,22,380,392,695,670,11.8995,10,1
arena2,23,337,349,522,459,10.8995,9,1
arena2,24,206,200,393,417,10.2426,10,1
arena2,25,437,410,425,408,9.82843,10,1
arena2,26,269,274,495,467,10.4142,11,1
arena2,27,150,141,531,540,10,11,1
arena2,28,381,347,615,609,10.4853,9,1
arena2,29,303,283,514,496,10.4142,11,1
arena2,30,498,526,970,936,14.8995,13,1
arena2,31,286,290,481,546,15.4853,14,1
arena2,32,389,370,1001,902,15.6569,15,1
arena2,33,262,261,523,487,15.6569,15,1
arena2,34,721,639,903,943,15.0711,14,1
arena2,35,243,232,610,555,14.6569,14,1
arena2,36,392,387,634,629,14.6569,14,1
arena2,37,221,208,670,686,12.8284,13,1
arena2,38,204,204,1078,967,15.4142,16,1
arena2,39,189,185,369,372,12.8995,11,1
arena2,40,488,538,770,762,16.7279,14,1
arena2,41,234,198,540,565,18.8284,19,1
arena2,42,327,321,932,898,16.9706,13,1
arena2,43,312,291,558,588,16.4853,15,1
arena2,44,372,406,1197,974,19.8284,20,1
arena2,45,392,391,567,571,19.3848,15,1
arena2,46,340,343,550,591,16.0711,15,1
arena2,47,227,218,769,882,18.6569,18,1
arena2,48,403,396,1013,899,19.8995,18,1
arena2,49,365,367,786,762,16.1421,13,1
arena2,50,449,434,826,871,23.799,19,1
arena2,51,420,409,1169,1129,23.6569,23,1
arena2,52,493,475,1061,1073,21.5563,18,1
arena2,53,352,378,1306,1283,23.0711,22,1
arena2,54,258,279,1375,1286,23.2426,23,1
arena2,55,489,474,1227,1250,22.1421,19,1
arena2,56,368,374,1020,1069,20.3137,18,1
arena2,57,384,420,1039,1048,22.8995,21,1
arena2,58,726,751,1105,1167,21.1421,18,1
arena2,59,202,192,712,634,23.7279,21,1
arena2,60,605,563,1271,1239,25.6274,20,1
arena2,61,323,327,589,563,25.1421,22,1
arena2,62,586,451,1412,1129,27.8995,26,1
arena2,63,165,170,1252,1089,24,25,1
arena2,64,368,363,1153,975,24.8995,23,1
arena2,65,223,220,1171,897,27.4142,28,1
arena2,66,478,495,1040,1044,27.3848,23,1
arena2,67,398,398,826,801,26.0711,25,1
arena2,68,579,461,1568,1203,27.3137,25,1
arena2,69,650,627,1500,1361,27.6274,22,1
arena2,70,244,239,1313,825,28.8284,29,1
arena2,71,710,501,1596,1196,31.3137,29,1
arena2,72,348,345,795,666,28.5563,25,1
arena2,73,512,471,1364,998,29.8284,30,1
arena2,74,390,364,2213,1315,31.2426,31,1
arena2,75,758,605,1476,1222,31.3137,29,1
arena2,76,683,428,1414,1108,29.8995,28,1
arena2,77,504,485,1504,1342,28.0416,22,1
arena2,78,441,415,1218,946,29.1421,26,1
arena2,79,389,403,1125,832,28.3137,26,1
arena2,80,267,266,2065,1269,33.4142,34,1
arena2,81,456,204,1275,763,35.6569,35,1
arena2,82,799,747,1335,1140,32.2132,27,1
arena2,83,600,544,1553,1042,33.5563,30,1
arena2,84,612,537,1673,1168,35.9411,27,1
arena2,85,519,599,1057,908,35.2132,30,1
arena2,86,668,602,1013,756,33.799,29,1
arena2,87,449,338,1267,841,33.2843,26,1
arena2,88,802,482,1848,1164,34.1421,31,1
arena2,89,349,264,940,833,34.9411,26,1
arena2,90,259,254,1897,1121,37.3137,35,1
arena2,91,142,145,2532,1312,39,40,1
arena2,92,817,575,1883,1190,39.5269,31,1
arena2,93,258,242,1790,967,36.6569,36,1
arena2,94,801,672,1868,1303,39.2132,34,1
arena2,95,283,276,1404,875,37.0711,36,1
arena2,96,239,232,1947,904,36.4142,37,1
arena2,97,257,266,2348,1181,39.6569,39,1
arena2,98,629,475,1962,1404,36.2843,29,1
arena2,99,743,597,1955,1249,38.2132,33,1
arena2,100,865,460,1974,966,42.799,38,1
arena2,101,447,461,1843,1116,42.2132,37,1
arena2,102,706,424,1681,1200,43.4264,32,1
arena2,103,599,301,1520,860,42.4853,41,1
arena2,104,543,390,1644,1106,43.6985,36,1
arena2,105,401,384,1798,1068,43.6569,43,1
arena2,106,385,347,1095,790,43.1838,33,1
arena2,107,843,526,2109,1280,40.799,36,1
arena2,108,716,367,2256,1322,42.4853,41,1
arena2,109,268,277,1717,1011,41.8995,40,1
arena2,110,411,402,1870,1019,44.7279,42,1
arena2,111,791,298,1839,950,44.8995,43,1
arena2,112,920,599,2542,1312,44.0416,38,1
arena2,113,845,527,2040,1210,45.8406,34,1
arena2,114,838,558,1842,1083,45.2843,38,1
arena2,115,930,703,2664,1315,45.9706,42,1
arena2,116,744,534,2249,1317,44.2132,39,1
arena2,117,955,612,2068,1209,46.7696,37,1
arena2,118,784,650,2032,1235,45.5269,37,1
arena2,119,599,359,2644,1273,45.6274,40,1
arena2,120,875,492,1884,1166,50.669,38,1
arena2,121,436,221,2157,957,51.8995,50,1
arena2,122,643,626,1895,1050,50.2132,45,1
arena2,123,330,347,1603,643,51.7279,49,1
arena2,124,342,355,2347,1027,51.4853,50,1
arena2,125,573,559,2599,1421,48.0416,42,1
arena2,126,631,310,1987,930,48.5563,45,1
arena2,127,641,365,2181,1123,49.9706,46,1
arena2,128,1007,503,2208,926,51.6985,44,1
arena2,129,850,410,2275,1264,50.0833,37,1
arena2,130,579,340,2561,1377,52.9706,49,1
arena2,131,610,244,2738,1194,53.1421,50,1
arena2,132,271,290,2083,877,55.8995,54,1
arena2,133,723,280,2504,1165,54.3137,52,1
arena2,134,921,443,2198,1079,52.598,42,1
arena2,135,362,350,3117,1174,55.8284,56,1
arena2,136,720,352,2730,1091,55.799,51,1
arena2,137,675,514,2624,1157,54.9706,51,1
arena2,138,915,426,2722,1401,54.1838,44,1
arena2,139,883,407,2252,1190,54.0833,41,1
arena2,140,988,439,2811,1156,56.7696,47,1
arena2,141,640,288,2803,1124,58.4558,52,1
arena2,142,881,341,2333,1010,59.2548,47,1
arena2,143,598,345,3090,1253,57.799,53,1
arena2,144,978,659,2152,1412,57.3259,43,1
arena2,145,1207,475,2428,1204,56.1838,46,1
arena2,146,782,668,2691,1239,56.6985,49,1
arena2,147,833,811,2678,1305,58.2132,53,1
arena2,148,754,431,2554,1128,58.0711,57,1
arena2,149,955,678,2694,1239,56.6985,49,1
arena2,150,959,323,2297,627,63.9706,60,1
arena2,151,718,299,2003,658,61.3848,57,1
arena2,152,618,286,2514,891,61.799,57,1
